square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,target_square_1.stopped,fixation_1.started,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,fixation_2.started,target_square_2.stopped,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 103
2.0,"[0.64, 0.4]",None,,,,,0.0,6.0,6.0,6.0,,,,,4020.7720053000376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4020.756710199989,4020.7720053000376,4020.7720053000376,4021.271656899946,4021.271656899946,4023.7718695000513,4023.7718695000513,4023.756020699977,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
9.0,"[0.2, -0.1]",None,,,,,0.0,7.0,7.0,7.0,,,,,4023.7718695000513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4023.756675099954,4023.7718695000513,4023.7718695000513,4024.2719145000447,4024.2719145000447,4026.771765299956,4026.771765299956,4026.755843300023,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
9.0,"[0.2, -0.1]",space,,,,,0.0,8.0,8.0,8.0,,,,,4026.771765299956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4026.7565328000346,4026.771765299956,4026.771765299956,4027.2718745999737,4027.2718745999737,4029.7717639999455,4029.7717639999455,4029.755919500021,None,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
6.0,"[-0.3, 0]",None,,,,,0.0,9.0,9.0,9.0,,,,,4029.7717639999455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4029.756569099962,4029.7717639999455,4029.7717639999455,4030.271567099961,4030.271567099961,4032.771777200047,4032.771777200047,4032.756134200026,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
11.0,"[-0.64, -0.4]",None,,,,,0.0,10.0,10.0,10.0,,,,,4032.771777200047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4032.756824700045,4032.771777200047,4032.771777200047,4033.271686700056,4033.271686700056,4035.771508899983,4035.771508899983,4035.755902300007,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
11.0,"[-0.64, -0.4]",space,,,,,0.0,11.0,11.0,11.0,,,,,4035.771508899983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4035.756575700012,4035.771508899983,4035.771508899983,4036.271488099941,4036.271488099941,4038.771464499994,4038.771464499994,4038.755512299947,None,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
4.0,"[-0.2, 0.1]",None,,,,,0.0,12.0,12.0,12.0,,,,,4038.771464499994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4038.756088700029,4038.771464499994,4038.771464499994,4039.27148580004,4039.27148580004,4041.771649800008,4041.771649800008,4041.755467299954,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
3.0,"[0, 0.2]",None,,,,,0.0,13.0,13.0,13.0,,,,,4041.771649800008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4041.756039900007,4041.771649800008,4041.771649800008,4042.271537499968,4042.271537499968,4044.771516500041,4044.771516500041,4044.755777299986,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
3.0,"[0, 0.2]",space,,,,,0.0,14.0,14.0,14.0,,,,,4044.771516500041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4044.756467500003,4044.771516500041,4044.771516500041,4045.271477399976,4045.271477399976,4047.7714259000495,4047.7714259000495,4047.755307200016,None,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
8.0,"[-0.2, -0.1]",None,,,,,0.0,15.0,15.0,15.0,,,,,4047.7714259000495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4047.755838299985,4047.7714259000495,4047.7714259000495,4048.271419800003,4048.271419800003,4050.7713902000105,4050.7713902000105,4050.755876500043,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
1.0,"[-0.64, 0.4]",None,,,,,0.0,16.0,16.0,16.0,,,,,4050.7713902000105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4050.75672960002,4050.7713902000105,4050.7713902000105,4051.271331900032,4051.271331900032,4053.771269600024,4053.771269600024,4053.755222299951,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
2.0,"[0.64, 0.4]",None,,,,,0.0,17.0,17.0,17.0,,,,,4053.771269600024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4053.755899699987,4053.771269600024,4053.771269600024,4054.271133800037,4054.271133800037,4056.771259699948,4056.771259699948,4056.755417100037,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
4.0,"[-0.2, 0.1]",None,,,,,0.0,18.0,18.0,18.0,,,,,4056.771259699948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4056.756080099964,4056.771259699948,4056.771259699948,4057.271259399946,4057.271259399946,4059.771136999945,4059.771136999945,4059.75561360002,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
4.0,"[-0.2, 0.1]",space,,,,,0.0,19.0,19.0,19.0,,,,,4059.771136999945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4059.7564167999662,4059.771136999945,4059.771136999945,4060.2710978999967,4060.2710978999967,4062.771050199983,4062.771050199983,4062.7554800000503,None,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
8.0,"[-0.2, -0.1]",None,,,,,0.0,20.0,20.0,20.0,,,,,4062.771050199983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4062.756100700004,4062.771050199983,4062.771050199983,4063.271124299965,4063.271124299965,4065.771211800049,4065.771211800049,4065.755184800015,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
5.0,"[0.2, 0.1]",None,,,,,0.0,21.0,21.0,21.0,,,,,4065.771211800049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4065.7557980000274,4065.771211800049,4065.771211800049,4066.2711350000463,4066.2711350000463,4068.7711325000273,4068.7711325000273,4068.7552821999416,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
5.0,"[0.2, 0.1]",space,,,,,0.0,22.0,22.0,22.0,,,,,4068.7711325000273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4068.755913599976,4068.7711325000273,4068.7711325000273,4069.270883499994,4069.270883499994,4071.7710770999543,4071.7710770999543,4071.75570530002,None,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
1.0,"[-0.64, 0.4]",None,,,,,0.0,23.0,23.0,23.0,,,,,4071.7710770999543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4071.756461599958,4071.7710770999543,4071.7710770999543,4072.270916400012,4072.270916400012,4074.770794200013,4074.770794200013,4074.755154800019,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
3.0,"[0, 0.2]",None,,,,,0.0,24.0,24.0,24.0,,,,,4074.770794200013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4074.755816400051,4074.770794200013,4074.770794200013,4075.2708593000425,4075.2708593000425,4077.770879299962,4077.770879299962,4077.755565700005,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
6.0,"[-0.3, 0]",None,,,,,0.0,25.0,25.0,25.0,,,,,4077.770879299962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4077.755875700037,4077.770879299962,4077.770879299962,4078.2710511999903,4078.2710511999903,4080.770923399949,4080.770923399949,4080.75500200002,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
1.0,"[-0.64, 0.4]",None,,,,,0.0,26.0,26.0,26.0,,,,,4080.770923399949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4080.7556523999674,4080.770923399949,4080.770923399949,4081.2707494000206,4081.2707494000206,4083.770842800033,4083.770842800033,4083.7548556999536,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
1.0,"[-0.64, 0.4]",space,,,,,0.0,27.0,27.0,27.0,,,,,4083.770842800033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4083.7554942000415,4083.770842800033,4083.770842800033,4084.270798600046,4084.270798600046,4086.770791399991,4086.770791399991,4086.754808499944,space,1.0,0.3849897999316454,None,,,,,,,,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
1.0,"[-0.64, 0.4]",space,,,,,0.0,28.0,28.0,28.0,,,,,4086.770791399991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4086.755577899981,4086.770791399991,4086.770791399991,4087.2708171999543,4087.2708171999543,4089.770693099941,4089.770693099941,4089.7548953000223,None,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
3.0,"[0, 0.2]",None,,,,,0.0,29.0,29.0,29.0,,,,,4089.770693099941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4089.7554524999578,4089.770693099941,4089.770693099941,4090.270745699992,4090.270745699992,4092.7705953000113,4092.7705953000113,4092.75477270002,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
12.0,"[0.64, -0.4]",None,,,,,0.0,30.0,30.0,30.0,,,,,4092.7705953000113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4092.7554064999567,4092.7705953000113,4092.7705953000113,4093.270578399999,4093.270578399999,4095.770623499993,4095.770623499993,4095.754738699994,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
12.0,"[0.64, -0.4]",space,,,,,0.0,31.0,31.0,31.0,,,,,4095.770623499993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4095.755345299957,4095.770623499993,4095.770623499993,4096.270302899997,4096.270302899997,4098.770494799945,4098.770494799945,4098.7547048999695,space,1.0,0.900918599916622,None,,,,,,,,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
2.0,"[0.64, 0.4]",None,,,,,0.0,32.0,32.0,32.0,,,,,4098.770494799945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.755438399967,4098.770494799945,4098.770494799945,4099.270484899986,4099.270484899986,4101.770437599975,4101.770437599975,4101.754598599975,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
1.0,"[-0.64, 0.4]",None,,,,,0.0,33.0,33.0,33.0,,,,,4101.770437599975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.755245400011,4101.770437599975,4101.770437599975,4102.2704009000445,4102.2704009000445,4104.77056189999,4104.77056189999,4104.755006700056,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
7.0,"[0.3, 0]",None,,,,,0.0,34.0,34.0,34.0,,,,,4104.77056189999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4104.755865999963,4104.77056189999,4104.77056189999,4105.27053400001,4105.27053400001,4107.770320700016,4107.770320700016,4107.754870699951,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
7.0,"[0.3, 0]",space,,,,,0.0,35.0,35.0,35.0,,,,,4107.770320700016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4107.755644400022,4107.770320700016,4107.770320700016,4108.270529299974,4108.270529299974,4110.77047410002,4110.77047410002,4110.75456869998,space,1.0,0.6425060000037774,None,,,,,,,,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
11.0,"[-0.64, -0.4]",None,,,,,0.0,36.0,36.0,36.0,,,,,4110.77047410002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4110.755276800017,4110.77047410002,4110.77047410002,4111.270160999964,4111.270160999964,4113.770380900009,4113.770380900009,4113.754338799976,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
2.0,"[0.64, 0.4]",None,,,,,0.0,37.0,37.0,37.0,,,,,4113.770380900009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4113.754945500055,4113.770380900009,4113.770380900009,4114.270092000021,4114.270092000021,4116.770116699976,4116.770116699976,4116.754245999968,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
6.0,"[-0.3, 0]",None,,,,,0.0,38.0,38.0,38.0,,,,,4116.770116699976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4116.754801000003,4116.770116699976,4116.770116699976,4117.270214500022,4117.270214500022,4119.770355200046,4119.770355200046,4119.75448620005,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
10.0,"[0, -0.2]",None,,,,,0.0,39.0,39.0,39.0,,,,,4119.770355200046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4119.75521740003,4119.770355200046,4119.770355200046,4120.270272399997,4120.270272399997,4122.770166000002,4122.770166000002,4122.754274899955,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4122.754810499959,4122.770166000002,4122.770166000002,4146.020715199993,space,23.24248160002753,None,,,,,,,,,,,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0.0,0.0,0.0,0.0,4147.037357000052,,,,,,,,,,,,,,,,,,,,,,,,4146.020747000002,4146.036609299947,4147.037357000052,4147.020687800017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4147.035260500037,4147.037357000052,4147.037357000052,4147.519613899989,4147.552951600053,4150.019651400042,4150.036361300037,4150.020574499969,None,1.0,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[0.64, 0.4]",None,,,,,,,,,0.0,1.0,1.0,1.0,4150.036361300037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4150.021391100017,4150.036361300037,4150.036361300037,4150.519581299974,4150.536443499965,4153.019688099972,4153.03645689995,4153.020512999967,None,1.0,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[-0.3, 0]",None,,,,,,,,,0.0,2.0,2.0,2.0,4153.03645689995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4153.021219399991,4153.03645689995,4153.03645689995,4153.536317600054,4153.536317600054,4156.036387600005,4156.036387600005,4156.020356400055,None,1.0,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[0.2, -0.1]",None,,,,,,,,,0.0,3.0,3.0,3.0,4156.036387600005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4156.0210046999855,4156.036387600005,4156.036387600005,4156.536362400046,4156.536362400046,4159.036220500013,4159.036220500013,4159.020135600003,None,1.0,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[0, 0.2]",None,,,,,,,,,0.0,4.0,4.0,4.0,4159.036220500013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4159.020695699961,4159.036220500013,4159.036220500013,4159.519426199957,4159.536155399983,4162.019411599962,4162.036199999973,4162.02022419998,None,1.0,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[0.2, -0.1]",space,,,,,,,,,0.0,5.0,5.0,5.0,4162.036199999973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4162.020847399952,4162.036199999973,4162.036199999973,4162.536165799946,4162.536165799946,4165.036178700044,4165.036178700044,4165.020479299943,space,1.0,0.7499931999482214,None,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[0, -0.2]",None,,,,,,,,,0.0,6.0,6.0,6.0,4165.036178700044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4165.02154700004,4165.036178700044,4165.036178700044,4165.536275799968,4165.536275799968,4168.036236500018,4168.036236500018,4168.020679899957,None,1.0,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[0.64, -0.4]",None,,,,,,,,,0.0,7.0,7.0,7.0,4168.036236500018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4168.021679800004,4168.036236500018,4168.036236500018,4168.536072100047,4168.536072100047,4171.035972099984,4171.035972099984,4171.020060200011,None,1.0,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[0.3, 0]",None,,,,,,,,,0.0,8.0,8.0,8.0,4171.035972099984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4171.020718500018,4171.035972099984,4171.035972099984,4171.536176000023,4171.536176000023,4174.035992000019,4174.035992000019,4174.020408599987,None,1.0,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[0.64, -0.4]",space,,,,,,,,,0.0,9.0,9.0,9.0,4174.035992000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4174.021190900006,4174.035992000019,4174.035992000019,4174.536009000032,4174.536009000032,4177.036018199986,4177.036018199986,4177.020268499968,space,1.0,0.9363947999663652,None,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[-0.64, 0.4]",None,,,,,,,,,0.0,10.0,10.0,10.0,4177.036018199986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4177.021167999948,4177.036018199986,4177.036018199986,4177.535954499967,4177.535954499967,4180.035688200034,4180.035688200034,4180.01915399998,None,1.0,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[0.2, 0.1]",None,,,,,,,,,0.0,11.0,11.0,11.0,4180.035688200034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4180.019489999977,4180.035688200034,4180.035688200034,4180.5356195999775,4180.5356195999775,4183.035653900006,4183.035653900006,4183.019273099955,None,1.0,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[0.3, 0]",None,,,,,,,,,0.0,12.0,12.0,12.0,4183.035653900006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4183.0196090999525,4183.035653900006,4183.035653900006,4183.535601699958,4183.535601699958,4186.035556899966,4186.035556899966,4186.019375600037,None,1.0,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[0.2, 0.1]",space,,,,,,,,,0.0,13.0,13.0,13.0,4186.035556899966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4186.019773200038,4186.035556899966,4186.035556899966,4186.535568100051,4186.535568100051,4189.035638700007,4189.035638700007,4189.019162400044,space,1.0,1.0870589999249205,None,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[-0.3, 0]",None,,,,,,,,,0.0,14.0,14.0,14.0,4189.035638700007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4189.019592699944,4189.035638700007,4189.035638700007,4189.535559099983,4189.535559099983,4192.035489100032,4192.035489100032,4192.019207600039,None,1.0,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
,"[0, 0.2]",None,,,,,,,,,0.0,15.0,15.0,15.0,4192.035489100032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4192.019545100047,4192.035489100032,4192.035489100032,4192.53556800005,4192.53556800005,4195.035407899995,4195.035407899995,4195.01908150001,None,1.0,,,,,,,nback4,1.0,2023-12-07_16h19.18.069,untitled,2023.2.3,59.83362663259776,2023-12-07 16h19.36.138566 -0500,
